x,y,variable
592.888864,132.2174725,9.494455886
269.2777053,419.9863679,6.015917059
749.5837675,59.06525976,0.954269868
398.7501212,213.383478,1.778505747
416.0365674,313.5382443,7.554154139
143.2933721,232.3872097,1.026783431
582.6527893,213.2182857,-0.316217772
220.1126125,421.6486486,0.955381936
982.5296479,427.0343496,7.887660514
701.8114137,300.1551495,-25.08154582
864.5188177,9.142340044,-24.79807447
610.2429659,83.17609015,8.346852658
216.6441686,344.3783263,-2.116908174
602.683851,353.929386,-0.182487863
606.2489478,8.486139122,5.210638481
18.64700671,446.5197414,12.9583933
709.0898838,77.31737453,-12.60347396
48.42802393,281.2704936,3.430528335
856.8402096,256.666009,0.032212082
396.6337985,1.843195409,8.774878925
121.4817783,417.4535973,-8.541137731
39.78948179,357.4919574,-18.61054651
324.2102223,373.7794212,6.161401122
30.77478288,239.2527171,4.154096899
176.7533694,102.8090592,2.421613079
206.4335619,206.2236657,-1.553119007
851.6612225,381.1131571,9.503702147
475.2482898,463.0841236,6.768240584
315.7478026,105.7109784,1.423971635
644.7460002,250.3139407,-12.92191002
844.863696,448.1432947,7.966141942
527.2764044,75.40647581,8.617442655
41.94514849,316.1892385,5.253906392
818.8579483,125.6026363,7.756838593
455.5320486,231.8518031,-12.43325116
805.5358632,349.0822969,-19.79499489
806.9246856,161.3894313,5.346796527
809.2901902,282.5026813,-1.543618336
177.7091068,323.3558502,16.30258497
390.6538177,301.8108568,8.130604106
23.05704099,396.5485457,-6.578558198
687.5289339,169.6921889,3.471471645
979.9514189,487.0452646,12.93267925
842.5957481,310.9041905,6.141162801
661.0952686,477.2988603,-9.739708882
71.87364204,347.7123381,0.840185763
529.1570323,315.7994195,9.272939229
683.6666765,101.582738,3.707516978
721.0061185,117.7917765,-8.573709029
947.8787403,311.4552466,2.053391355
108.9165888,437.2282467,-1.804325192
183.4480441,367.9500348,-9.964472644
343.4147136,128.6522624,-18.22109062
247.1015793,466.13459,-11.19521545
652.0295127,121.8382587,-11.38529064
853.7921975,218.9853886,17.80620617
198.6640461,308.1696648,3.104578246
69.05783364,313.2235897,3.16833625
146.2528857,247.9182498,0.610613768
377.9063197,142.4463714,-19.66775054
74.48018179,115.9814063,-6.542275358
395.7630876,261.5708954,1.33328155
270.9995115,357.845324,5.149098847
166.616752,125.8812482,7.510751892
212.1714461,403.6965511,0.9773507
300.8671105,38.35869115,12.03727006
913.1843164,118.5682124,4.17795977
790.1871458,415.6005599,0.802424945
461.2016915,496.149614,4.942898437
307.4361475,166.6044353,9.861169229
756.1080072,141.3593719,1.39623021
77.03180658,287.6234612,-3.169766496
526.611961,168.5973237,-3.371158863
499.6744005,241.5990791,-9.149817441
638.7590035,215.8070342,15.61374093
929.4984331,128.3755369,-1.461267515
368.9416123,411.0918088,3.795162372
872.5963878,393.8817938,3.148069006
810.8417233,416.5556165,-3.977251114
5.235085031,226.8178647,-19.2019078
601.9536692,224.8371505,3.546187267
829.2220889,76.2734263,-3.317437895
484.172124,312.7247035,9.039373593
845.949739,107.8165746,3.177698623
553.3288843,474.0195108,-6.91901502
192.2908328,300.5264852,20.10429483
355.4235229,348.8721061,-11.65927718
358.965124,90.13423685,-0.497622623
182.3478849,162.2310738,6.30333873
713.6887419,17.89336745,20.93004018
678.8846359,226.757427,2.117025248
17.49209315,384.4879545,-8.115132574
291.5615633,387.8996088,-4.17439461
587.5660873,32.63556387,8.827106358
324.7105593,262.3603698,9.149384157
784.1758174,233.4518076,-10.77823268
310.5160673,91.53224819,-1.52031252
215.8597559,307.9462561,4.518558451
155.4100204,155.9192273,11.10410454
772.5229955,380.2664266,7.759067381
258.9792325,285.3696344,-0.876807363
570.1133427,352.6356559,11.42425326
283.7739431,18.45200523,9.588440848
970.2980809,0.146930222,-25.38006231
6.724563893,474.4485685,-1.079763638
280.6586702,196.3178933,11.88023147
742.6501599,59.19307994,7.860885076
247.3182301,280.9568074,-0.7885418
182.2247228,271.4074864,-2.528229646
844.7549208,85.74668237,-9.095120171
872.2368865,160.6866042,-2.392402682
691.7341652,409.1151466,-5.000230939
187.6398074,0.29946689,-13.11713404
71.95570017,180.9800208,5.785299029
177.6292399,93.17482251,3.355218161
791.3376226,101.3294305,0.776135206
657.8690554,55.86284865,2.963589111
89.36682367,413.1565095,18.11648497
671.6962445,211.7227365,0.989707008
633.1609571,176.1697715,9.015453526
263.6232558,290.2241371,4.555827918
455.4911046,279.2494271,-14.17411384
170.381018,388.7638536,16.97320759
51.6628013,174.6065505,-6.611866858
901.6384855,226.308767,5.81158205
617.4925212,115.5094304,5.803020398
91.84780065,327.0576494,-16.06788291
539.4087532,288.7428534,16.35024684
604.7562324,358.656717,-4.375710929
718.0573624,207.600866,-8.680959779
418.4711925,361.6555603,7.931115904
601.3130194,31.50509857,7.853613907
896.5958038,19.34261294,-4.737391706
196.0198644,97.32948651,-2.401124245
20.47824883,197.8543068,0.271826634
979.4123631,106.8203714,-13.85580225
321.7220458,429.6665307,-16.29630632
898.0003148,308.5357784,7.40205243
850.6763475,400.771621,10.60057617
189.7536321,92.75668871,-6.871815533
235.5166618,42.01826511,1.791668146
351.1939733,374.5929685,-16.55215935
379.5832936,30.286261,-5.031335285
636.8162725,419.5630971,-9.102316158
471.2311921,215.6258557,-8.708915612
661.7368993,487.6778688,-12.43486974
856.0340651,302.6383105,9.655494402
660.1898531,357.9849235,-2.116149494
90.99259367,273.8129483,-19.94280631
454.2811636,19.28400819,-3.002740219
897.7166242,106.8483358,-6.686520504
149.122874,262.2762435,0.906870306
15.43347468,79.53823812,2.865756998
872.6782489,99.78648089,-3.559381967
3.25404061,463.2374139,-10.35619631
508.8163654,365.9327381,11.95941078
858.9489262,263.618138,1.126552534
862.3064272,281.4986148,5.49907176
690.9802535,107.0836628,-1.390542445
196.4263623,401.9720544,0.341974935
274.843141,206.0226129,12.05660214
270.6659997,194.2546359,-13.59017704
765.7934325,422.4135458,3.946381631
499.3585886,199.7500724,6.411380518
999.1077529,17.9313164,-4.210231679
343.0229789,404.891551,-17.41467103
191.0282879,214.7959861,3.19746372
150.5427894,139.8971347,-9.299284357
623.9445161,173.8939459,5.575752228
684.2057554,21.17586229,4.907903967
912.4877399,262.15408,-1.319853512
137.1149656,186.0104611,-7.733332148
631.5749635,99.2243723,2.124741185
849.5797475,421.5059817,24.84172811
843.0187795,125.6302985,7.562575175
77.25912239,50.14769163,4.718062166
993.1689422,262.0834407,-10.67508069
217.6092127,79.89334175,-3.317212732
425.5964987,41.76978534,-0.697630776
70.47393359,351.476487,0.705490814
575.9052199,255.0949536,6.074855887
451.2821301,40.29265651,-10.80762384
276.0672858,318.6037468,11.70339703
437.278959,479.2388128,2.246415985
294.4101482,79.74452351,6.277044349
763.2434426,213.9926908,1.213820639
751.6154512,295.8141317,-12.99529927
763.6777144,315.2959138,-7.049001117
410.1436276,141.2714456,0.930934051
662.5279582,153.8759876,6.826705099
238.3814827,14.1498287,-2.967592173
501.3268436,51.39958113,12.25248466
180.7317089,106.6383772,-4.079975081
237.8589986,374.5581107,11.55638421
839.8812399,12.27367006,-12.1112001
180.9180419,258.6175811,3.521331193
525.8238302,44.02485781,10.9128089
679.8839571,454.5987408,-5.052695048
205.4410817,224.601854,-15.29609892
573.0775644,33.96123694,12.96286433
852.5100083,384.606027,9.442423951
86.69920336,453.6686053,11.32347212
2.485542558,377.6163625,0.725931383
306.9204472,71.71464968,-0.985050595
75.8753363,427.0267274,6.155985869
41.94630589,457.3568241,2.204986701
660.2303875,465.8443891,-5.766990463
416.4289278,307.625346,5.974268917
360.4374931,378.8300842,2.145813052
398.1354006,55.17748208,-5.628597606
997.4138921,300.9951527,-3.824860876
205.3027696,230.2683813,-4.550893889
316.6997926,447.4613055,4.765760174
958.8716363,104.3301381,-4.011734441
32.4361159,83.43574707,1.64900372
685.4446642,254.675563,8.527968157
22.48865436,102.7205121,4.546639843
50.94505311,217.513475,5.139467033
773.020532,404.0261534,12.35549934
713.5389594,27.7299555,18.63487749
206.403865,126.7328759,8.107659611
801.6487299,1.174365403,-11.92632246
518.6801066,14.84215306,12.69400054
988.1296251,179.1226681,4.402660334
660.2305549,196.7045369,0.99921573
252.1381844,11.84428402,-9.351518721
831.3342715,275.4742779,12.93677185
15.08006989,150.8483108,3.812202611
958.0728135,338.713391,5.494132628
857.2002971,182.8689892,6.290941887
68.34783801,183.0520896,7.535229254
8.94997525,425.072625,2.904506882
447.3120687,389.0355262,-7.456724563
281.311373,176.518472,9.621676698
112.9063088,193.2597744,4.58265055
66.35592924,404.5850238,-1.237100119
174.749183,59.66182041,8.557839692
90.61331744,281.1128875,-3.521699279
41.35220218,285.8975269,1.615934574
966.8116679,9.037597687,-12.42472556
272.2632426,248.1321311,-0.240167909
101.0185995,5.05116221,-4.039327793
15.70688095,123.4581309,8.766238857
111.7460625,355.7594322,3.007667488
731.6697249,74.05855542,10.9832692
28.24881929,161.5353946,3.947011043
956.3324917,51.00867036,16.0615769
883.874903,497.2592772,-7.407056029
629.1589977,261.4587422,3.255948469
760.3656729,191.8311574,0.964528624
19.57210852,469.8847237,-1.468325184
189.0281632,88.37896597,-12.74361373
340.3383335,272.898487,3.405721088
84.59704113,16.58280473,2.828427641
908.0132851,242.9227117,11.52373829
768.2861637,325.1203207,3.770329983
575.6672504,325.6887872,9.229639245
68.36114032,462.1724094,4.18381488
951.5718371,255.6248915,-3.589932679
795.8572523,182.9104408,-2.626573703
691.7389273,191.515198,-8.902259609
659.0003273,37.54563781,5.571840027
584.6556239,20.79725021,12.45032279
477.467159,148.2485523,2.618035307
78.90751003,149.0529199,-6.109624916
561.6041454,115.8953551,12.90404166
303.5062884,486.3549587,-9.039002215
620.6184044,444.8896173,0.469582861
844.4668548,116.0156175,6.210839714
935.4397275,70.38215827,-7.564941421
175.9611557,245.1015405,-19.51290365
922.3337055,478.128138,-16.42958302
140.1092249,206.0089055,4.358617408
425.1642728,81.08029421,1.730470914
449.8806833,71.58207847,5.267248309
616.2508326,435.8325199,-22.11707467
767.7988473,231.7900002,7.728896104
424.7515791,215.233839,-2.289525744
128.3462609,182.930538,-20.34078744
648.8208957,65.0756167,-20.5887065
524.3697888,421.4487672,13.03079489
51.27431662,438.5693456,5.363834415
357.4021899,390.2408399,-6.506967636
834.0882973,167.2345989,15.57940079
131.6133402,272.2965173,10.11087283
728.2090373,410.1847603,1.000145752
783.3221038,493.7160113,-2.328462747
37.94071521,127.6367566,12.98117492
643.2883481,335.702188,-6.737382666
300.6055807,300.0392667,-9.595213478
147.7347293,268.0966549,11.72489765
504.0688408,57.87015543,3.800315782
686.6914958,342.5077487,-10.19312555
401.6795768,45.28509546,7.274384894
440.2795732,101.9247356,0.859115293
472.1322313,294.1455075,-0.250615115
634.1617072,243.5632594,1.371518339
278.033264,421.7709645,2.323441364
894.3656571,425.3377252,-1.94180105
218.9064433,496.740794,-16.73378967
485.2887485,470.4810012,3.94395634
752.3729159,48.53484035,3.584848349
650.2464553,365.2858479,-4.624131668
26.04125044,46.93340533,-8.902671691
416.0355537,50.30816677,2.997319746
840.5047564,156.8531678,8.657671482
339.9380555,265.2996167,5.00348063
585.7348195,24.34768865,10.86134899
625.8211294,490.0971611,0.13759718
699.4059917,375.4529132,7.744301333
103.2746136,283.0308535,-2.684727069
54.73806919,75.72181604,-8.200030259
868.885811,435.7634314,22.95107269
295.8503098,399.2819937,5.804259154
746.0391806,200.702072,-4.654739422
486.9485891,459.2952937,3.0565247
510.1855118,476.3146585,2.527400623
826.5686773,493.0700917,8.793363063
830.2210637,476.7235741,5.392137727
695.501474,304.1169082,-25.81255898
17.99069182,212.9986753,-8.867072086
641.2005825,308.7201301,-5.388587845
749.6664957,199.848657,-12.42285226
676.0261543,175.2010783,-2.992068982
94.2241631,388.0161631,-4.910956071
782.6201487,186.3373802,-5.476309056
160.5105142,12.94980675,-0.45455681
450.5380043,493.4106139,6.227682211
921.2365209,194.0642924,-4.496923387
985.3935018,113.1208842,-12.40449253
256.7143417,270.6288206,8.360108498
937.7089341,47.93235275,9.520893991
549.4872837,249.9121279,-1.0302016
216.7202586,289.4356325,13.4523548
247.6727089,139.2966694,6.722222946
992.1736061,412.2584849,13.90724917
17.02044485,403.8902986,-2.268837131
473.0254135,128.2371305,5.106617852
413.7198834,419.368213,5.938766699
510.0389915,190.7531784,7.314564685
653.7510934,125.2856136,-6.974253514
83.70507765,352.7754167,1.214604916
32.91874868,232.5697007,3.429037318
399.5546664,300.623423,6.809939595
24.52755813,239.8467265,-10.390074
723.7596286,16.94181049,13.24335766
208.9778674,152.6263121,-13.62001403
42.15984419,49.16757962,-2.614233348
515.0180242,137.4814335,-6.073945034
399.5500973,272.0091438,-7.91427091
394.5149961,164.5181353,7.28679896
523.0360914,481.8955131,-2.066682325
43.20556461,98.45190484,-0.213060424
400.9859038,39.40818121,-11.05458932
668.8618588,403.6302731,-2.208975541
666.8571471,220.322173,-14.24852692
911.1388582,481.0050385,-17.69661383
197.8785722,340.0504437,11.35758756
845.4549066,170.6815358,-12.22256709
851.2677387,393.5244937,-10.66629138
930.2265949,416.2165143,-0.21283125
955.1797064,498.8259976,-16.58551484
193.3976237,118.6161932,7.627605854
904.6686417,171.5627054,11.51873137
995.1359234,280.118899,-1.735618582
973.3604614,313.6975493,4.708710176
415.0672299,444.7475919,-14.99296867
852.9924569,236.4630038,-8.766321668
377.6287436,483.0067389,-13.44967491
606.1178269,298.9055477,5.927785858
41.10195022,266.7321161,3.811035734
630.3094386,69.01453366,0.811836578
713.5910124,104.2303875,-5.64792934
380.7091746,25.79671179,-9.384043719
559.3265563,204.886614,11.87755153
266.7071242,226.1194931,-2.06581657
284.2761565,340.3017882,2.831102805
175.1119671,288.9175829,16.00996907
389.9566995,402.2159008,11.34114006
70.80267346,362.3111015,-7.075161045
800.913265,342.5326369,0.202497434
552.3429427,134.9690937,-16.35465761
65.96337166,159.9369004,4.81731173
605.9376663,29.04352394,3.451260907
637.9228372,69.32396058,-0.29547945
177.4006893,274.190626,-3.037746646
293.6222246,355.4944046,-12.41856359
688.6403256,120.077829,4.665585084
668.5895408,470.4921109,-11.46430948
630.767284,163.8718018,0.255204593
391.8731217,180.918665,11.68095854
47.77014698,459.3099692,-2.106949512
617.2663469,120.7126791,3.703268807
249.0633482,391.4385987,-2.510148077
260.5878592,43.1732008,-3.978149104
417.7951366,63.77569598,4.994022018
412.1258794,29.42016139,-9.138235369
971.6947798,170.5978336,-11.5662701
512.1579056,265.1425441,22.71718645
695.7656431,29.03716196,13.62252091
342.4146883,53.56580368,6.76789726
239.231569,473.0202955,-2.736769238
342.5096576,218.2846516,6.301232112
184.5045856,92.10156708,-4.585320759
473.9572285,275.4067165,11.3252387
11.27608446,159.908335,-8.059603517
389.8296026,326.8564749,5.045170914
928.1482482,121.2109224,-7.16918128
909.3511077,275.8079715,6.648222852
216.027962,56.27777579,12.07817185
707.5049458,286.9687686,-0.040234015
31.09278344,406.5630845,2.292541491
105.7633462,307.0898246,-7.974432325
337.4842489,16.50848414,-11.41761988
173.2576438,126.7285356,8.862373193
386.4148066,184.1719442,11.10015399
247.4592682,391.5758062,-1.368784722
859.9225241,91.0928091,-4.989622895
404.8883291,236.5728391,-5.384330649
358.7800472,43.29827963,-6.010649809
6.141845137,22.87423122,-14.76942652
930.1780283,92.02705987,8.550596396
568.3348961,243.8352179,9.50162365
406.2236496,484.6974913,-12.05671073
688.1827393,241.6435997,-0.018203201
853.7934993,220.7206528,17.27478047
601.5329419,481.3753158,-2.160365046
229.5127716,119.5205693,-6.985865062
358.4379912,308.6421826,-12.8165827
661.2564018,204.3316166,0.099970301
574.552489,314.6893291,-1.808497296
767.1281646,289.53061,1.521910908
370.6954534,272.7788868,-3.700049687
605.0284,300.6037185,5.357705596
955.277802,422.6766023,1.756769798
901.3679519,443.2755543,11.42482296
628.2044209,390.4073974,-10.4838583
238.9022743,183.6152918,9.643621781
409.3185202,292.1663127,-0.819801397
416.8391121,350.4130659,6.742892615
468.104911,474.8922475,5.254691308
989.6976321,164.0001173,6.90310086
189.2447227,230.503525,6.284787942
742.1815733,227.4015017,-1.370328558
609.271734,497.663921,5.736043185
134.6670236,159.3207921,-22.31211902
719.7781338,411.6407007,3.046591088
714.6053396,207.6387272,-15.68573352
374.6908293,426.0833395,2.023255121
534.957313,140.9614314,-19.82221544
986.4893537,182.023412,4.152304222
408.6938854,167.0209253,-19.91420302
850.8427278,370.4457936,3.512869625
363.3354285,393.3190405,-13.18240401
680.910026,0.120803015,6.236136988
366.8909566,314.392321,-8.276150042
584.5560471,151.1677676,2.187145625
341.2310928,71.62014174,2.938139812
94.16835173,469.3485484,1.763524126
958.5717495,149.6782663,5.094757228
38.27501787,492.8743353,-0.852911575
870.4298395,185.0903223,6.175924837
139.7974186,440.5486534,17.42081238
296.5416841,396.0419545,2.874601046
770.0961262,228.1249322,0.190847027
87.38553361,424.760805,15.21461239
378.5080255,481.5518395,-18.04133248
975.6739028,141.3826612,-11.82238895
841.4956601,163.4859678,7.21857603
483.5925559,373.3540202,-0.162675647
171.3877663,350.9834653,7.047305263
305.9124311,26.2458527,13.14901329
608.3759363,94.31375796,8.923678347
780.1369375,387.3921856,-1.651430294
959.9099525,151.342482,4.559291287
618.6140785,370.5860688,-11.68592433
671.5777046,449.2095615,-10.74850488
123.1679255,288.0309559,-6.147086544
348.8778991,92.78863261,0.029919446
216.6846141,38.30233472,1.086910501
463.4674934,217.2180783,-10.07919684
181.8550904,14.96758696,8.212559422
233.5402891,8.568333229,-7.142749869
401.4699319,349.4289692,3.902910521
602.1274708,33.50716783,6.454956246
997.1610974,395.3755536,2.757750195
770.1723727,113.2321598,8.802000941
474.9045572,487.3001693,11.2614144
719.4004378,285.6243082,-11.4045736
447.7163274,432.9930962,5.353567683
288.6277232,119.7730739,-4.095612904
451.1148522,330.6131796,3.978173157
341.51597,161.9998224,0.043284715
371.771103,79.56778549,11.01119762
300.6675274,434.3914022,-1.356365129
985.6917006,92.53067058,0.924831562
562.4980917,345.7356257,15.20561782
142.4124886,295.8993395,10.17196799
994.1267988,43.16587874,-0.477158266
171.5543228,95.62230681,0.453253528
708.4860662,325.9676411,9.566368321
368.4002415,457.1568206,-2.159141084
714.2471161,362.6576138,2.560725716
322.5674052,117.774322,-10.42261171
619.6390768,277.879106,-8.917048242
147.7176109,314.443225,2.327590456
248.6890773,53.63652192,-5.401101468
733.5290299,406.1888496,7.63514511
778.1381339,256.035017,12.36270632
846.5672138,479.5422304,-1.013545508
980.7832858,77.75189832,-1.480534391
972.540223,261.3723344,-3.408080857
563.1094994,77.1753951,9.320435095
157.1741828,241.8440239,-11.4513263
749.5359103,46.62593803,1.26122032
340.7667424,399.5750223,-17.71218178
177.8534334,360.8615439,-8.741368207
877.5840248,198.4970762,12.41099907
885.2834427,292.1062137,9.202975855
222.8927026,120.1416737,-1.551437484
612.1170938,263.7807765,-1.69712112
342.7739267,244.9296536,-7.925822141
774.3084754,30.15518899,7.187719991
640.3364923,374.4648326,1.873812714
109.4843242,464.3768689,14.24176213
758.9270188,330.5196455,-5.9159846
568.1730723,55.27954618,8.150923025
206.887265,46.9820234,13.00626995
465.1158417,240.1135884,-21.15688181
883.702914,266.2645357,9.13509868
720.0229003,68.29143793,6.032576648
432.3753028,331.8235135,-6.629894434
466.7840702,110.8695283,-5.822216313
236.5045601,333.3761133,-7.657476565
333.5699392,147.2795745,-0.772958878
911.83622,442.2862649,7.547210737
625.1689296,396.5412756,-12.21115801
654.9208653,160.3983932,12.44248539
742.7166263,65.75430208,-1.784793113
285.4002728,439.969531,6.813817496
582.2436714,363.0285651,2.88657667
537.8051877,117.9475727,-1.586140282
116.545202,161.8857417,5.360224666
918.7562794,289.0301837,-11.07541723
688.9205703,31.22907586,10.45422042
228.8750089,254.6178225,-12.86548817
380.4320362,40.53479631,-16.77027511
103.3251819,54.66206593,4.173925352
172.1495201,495.8710624,-5.798731343
87.98628696,178.591012,0.500330482
197.6431382,16.48529212,-7.978909855
683.8450958,291.0925578,-6.433858966
150.5964499,22.79960422,-9.055823082
366.318549,282.677146,1.825647731
884.8291235,279.1007921,3.56910411
538.8648296,63.08291026,5.447128156
327.5064887,224.910586,-5.609323404
806.5174068,60.10933127,7.129395995
895.6400878,81.86409518,1.534159549
859.4607317,112.0278233,-6.09262619
496.8985147,82.43140928,6.22818233
199.5484978,131.4316469,11.91895022
898.2451223,150.3906194,7.857395359
499.4643361,264.879367,12.86431591
778.7972521,106.6405601,-8.048144303
89.77145306,196.1392302,9.948892933
479.5455069,64.87260223,8.918796846
634.514747,383.21687,-11.79638231
304.9577526,140.5654636,-13.41911421
618.2774834,196.9317589,11.09667837
831.8381291,48.76937356,-0.886959927
126.1544507,286.4980126,-8.868082168
944.6789324,269.5263341,1.907368645
634.1047024,130.2562308,-10.37355723
751.5864293,73.06896197,-1.619778553
175.146112,429.7343319,-3.910658461
776.157181,393.5585661,10.03690432
367.999316,251.1196485,-11.17990442
275.1442245,356.5419693,3.406115659
467.3080633,425.6865527,6.058466553
340.647521,374.0126966,8.910062696
620.4087089,317.3256512,5.040813816
895.601793,216.1611439,5.127221086
961.0940444,178.4802839,-0.071710565
229.5573119,169.4181532,-0.466628053
382.3308579,288.5620359,1.944810461
594.8336904,154.1570504,-7.736536856
298.1882943,396.7922116,1.646501466
158.9851554,430.7156178,13.56786624
20.34132835,174.7602776,4.162980506
620.9269904,410.6093365,-17.81685607
687.6538941,357.3974667,-18.06618074
830.2785216,87.88281272,-11.7701475
107.7578187,387.2559777,6.151774525
496.5839735,293.2793514,11.66939636
722.7884592,369.4873403,6.537173503
512.9357928,194.9015248,7.895713255
808.5740032,131.829593,-1.930407087
380.1133446,177.7525113,13.20264641
336.927888,240.2911639,-0.935373853
140.9135067,466.4172052,9.883117671
348.1133461,280.373289,-0.394333846
631.8328965,292.2566688,-5.310919602
377.6969968,329.4598801,-2.459113394
647.5633965,0.311265117,-2.72790331
693.1150432,44.53529895,6.131402164
63.28177568,31.17487929,7.179108987
607.3166141,269.8647991,-2.173110814
286.0525702,318.5552652,7.850185072
3.033450339,380.5431146,2.439015508
742.3866685,27.68251358,4.192478584
590.1865845,9.376221453,-4.166123215
200.3460089,92.49880945,-7.269846937
848.8106146,180.8765732,5.517312085
454.2406893,235.3115857,-13.69988836
995.6224556,173.1417439,2.03531139
165.5571368,141.2618329,-4.769924793
98.92449295,73.49652529,2.125071656
683.7772622,9.08548187,2.870240046
271.3290497,218.6003252,1.781354988
871.035944,375.8275212,4.757752475
232.9159069,488.867058,-4.140453458
180.9286417,475.3726717,7.55925052
215.6843562,336.6862253,-6.58507388
562.8061506,477.2330452,-17.67122399
803.7292776,328.1302478,4.593573739
310.9820485,28.45336869,10.38723351
595.5036187,287.7099421,1.298215691
232.9585524,180.1137977,0.468325958
658.0505662,415.6909278,-7.797171138
828.8087216,87.74314274,-12.08313934
644.7662765,155.3797188,8.73250395
133.9121163,457.0470998,-7.220435798
669.8127436,469.9744774,-9.201749328
778.148436,252.663243,12.99433792
694.7278972,56.48362346,13.02997816
328.3520136,236.7894785,-13.45622385
930.6311375,270.8608446,6.416395917
735.9822982,82.39481214,15.25055704
139.4715682,392.869167,3.976622446
218.659746,17.77132705,-13.32428608
208.7502663,299.8176495,3.750097019
922.7519738,283.0639998,-4.825029891
338.2585254,7.117155008,-10.88031258
794.3944712,369.5726258,-12.65004255
734.1570819,312.8435661,0.463545216
876.9033996,298.8325846,4.425012143
139.5549767,181.5011653,2.265155729
808.8464828,82.68753381,2.163648846
883.2979938,287.7599569,-5.215441866
518.4846097,424.9621953,13.61286624
468.4970377,470.8474631,6.581740135
371.333672,367.1309151,-9.553997921
